Date,NAV,Cash_NAV,Apple_NAV,Lockheed_martin_NAV,Nvidia_NAV,Procter_gamble_NAV,Johnson_johnson_NAV,Toyota_NAV,Nestle_NAV,X_steel_NAV,10y_treasury_NAV,Lqd_etf_NAV,10y_tips_NAV,1y_eur_zcb_NAV,High_yield_corp_debt_NAV,5y_green_bond_NAV,30y_revenue_bond_NAV,Sp500_futures_1m_NAV,Vix_futures_NAV,Crude_oil_futures_NAV,Gold_futures_NAV,Soybean_futures_NAV,Costco_itm_call_NAV,Eurusd_atm_call_NAV,Xom_itm_put_NAV,Usdjpy_atm_put_NAV,Nikkei_asian_put_NAV,Ford_cds_NAV,Spx_knockout_call_NAV,Gbpusd_6m_forward_NAV,Usdinr_3m_forward_NAV
2005-01-18,9431917.58647863,500507.6399745394,223257.98228194652,208559.412270446,185326.22432914644,202899.1338577788,200413.35233549355,198377.9601238894,198010.721580378,204057.6570728245,499559.6639664042,400569.8195763126,500545.06276557886,483897.0894927042,397917.5063131912,299185.31645883166,409153.98367298784,397907.69034494815,300000.0,344513.03521153005,394860.0572657679,287645.5524952907,290583.101048223,194311.96756077657,292986.70594279916,268453.93439757865,288471.1602672459,300381.0912429781,157297.22240202123,404667.3939192749,397600.14830774243
2005-01-19,9363303.36469617,500541.5009589388,220824.70685970056,206198.14783364575,181086.01957444657,206320.7397505088,199745.57951852455,195625.43362714144,197245.57665226984,203327.25198399826,500000.0,401175.5988389008,500990.6416116827,483405.7482976616,398021.86601090216,299076.2605960112,410557.4191766796,394087.13454809185,300000.0,338597.4141449743,394672.8864490888,290024.276402667,284452.44383750553,187135.26396839198,289356.5188253197,267013.10414673423,317538.33557260106,300523.860918243,92938.47829556148,403785.2253490669,399035.930946908
2005-01-20,9249638.962040365,500575.36423414486,222657.5245566194,202914.63712666387,181509.41005048229,206393.58111754054,198696.3920265728,192455.1192901406,196633.47837353783,203651.78659285302,501323.6333745324,400463.0414902511,500990.6416116827,481862.8583002446,396582.85051700415,299800.42028171103,409940.2452913272,391030.11497180007,300000.0,334035.4664772848,394112.5236783724,293103.1666651656,279739.93604978296,175204.34145323033,286122.1992910734,265051.20250432566,278210.2244063821,298960.98466243234,56201.2769660834,403821.5771576422,397594.9635214798
2005-01-21,9204232.342642764,500609.22980031266,222752.2850802671,201992.14164429408,181849.5087408482,202571.45745402126,196661.33043696664,193683.9648178107,197398.623301646,204179.3943220513,501765.72113607056,401354.05157455377,501436.65406308236,483262.5263292371,396001.4959107733,300247.7815855814,410671.4709779528,388518.29062864784,300000.0,345566.2056242639,398124.02953735134,289460.15339755453,270798.5191112892,168197.1626373579,283300.9121603398,261284.72223675976,266422.8555065414,299358.8835295108,34498.64539956996,403062.3904617802,399201.9352363319
2005-01-24,9114926.299944893,500710.8402461363,223605.5286118989,200959.2458161812,174554.72131687554,200969.75204813553,195516.71900710586,193143.25469914582,198928.78702596232,204382.11820009784,502651.2144014191,402066.5477625034,501883.1005671427,484915.2157226583,396107.0633311051,300277.5680718499,415494.2684582687,387138.14599834464,300000.0,347545.12253918883,398308.9746422853,291274.6797644288,267321.06195960764,149561.7390035618,283838.78433058737,254399.56108457525,221832.64619690736,299629.386297758,16553.127956031716,402868.9303154603,398488.1945696712
2005-01-25,9102773.644308839,500744.7149777009,227682.05133020406,200184.3994377421,177608.1463233401,202862.65228126987,202607.28086298608,191078.86361140307,198775.7908822316,207587.74322951864,500000.0000000003,400712.5573486499,499210.9233926756,482449.13629625225,397571.78293210175,299472.61711754714,410111.08627288137,388694.33243885136,300000.0,353450.0406942655,393736.6113889726,294633.52594783716,269829.0494189227,139071.76642788548,283511.5975672908,248348.82624865693,214678.48618219464,299422.687874033,16422.745945207276,404544.8494689198,397769.3784092966
2005-01-26,9102102.994966658,500778.5920010023,228314.10394732846,203763.1335823932,179898.23200470608,201806.9036166768,205564.29806509567,193536.4943072924,201377.14232776288,203043.28417113493,499559.6639664044,400854.74467468384,500099.91707789246,486393.8051457817,398016.79167192575,299224.64158984827,410842.61669492995,390584.8462812701,300000.0,347321.7387346017,398307.8838444526,292951.10261330404,269900.2680904553,131506.59901307136,284024.9000132827,249327.64810039575,207543.0411596108,299295.36274169374,18002.058435479626,402493.8026848837,397769.3784092966
2005-01-27,9093139.482691197,500812.47131619544,229546.5143225604,208079.6522727765,194317.61599068207,201370.14796907603,204197.1605934949,190734.8562465872,201989.22791397662,206897.9417015669,499119.76470700215,400000.0000000002,500099.91707789246,484951.6907603276,398807.3360203832,298976.9080273045,410225.01408401516,390753.7845470813,300000.0,347744.1223514151,397747.5208833328,288888.14079778636,267503.1694267612,121075.97638871812,282819.8396646427,245038.29820527934,209581.08272255943,299359.16185542574,13424.197811539627,401487.5683870346,397590.4006457782
2005-01-28,9070572.697778208,500846.35292343545,233780.76200183327,208005.8526551016,194063.15770966973,197111.3051873656,205469.0038461582,189358.5703683602,201989.22791397662,206816.73453163324,501765.72113607073,402316.3694244038,503225.0488762076,485223.15054914966,398230.75808899704,299839.7895669991,415039.09257132764,389704.47258695646,300000.0,335920.19106885366,397280.46926574,287905.94017538073,266261.7703946288,110285.20149312142,278937.492086956,241014.1404493674,214782.2502978432,299008.1542610779,6375.193855838981,401736.4879594403,398280.0365323123
2005-01-31,9034502.48401084,500948.0114989875,243008.2668763877,213281.7417350808,194402.09873722744,193762.370020789,205723.27308324314,192160.22352881014,201530.17628462083,210184.64524792298,502651.21440141916,402316.3694244038,503225.0488762076,485543.6493544274,397992.4634318966,299591.473296461,416470.6868238685,392992.0888951498,300000.0,343167.8372797946,393546.76036521984,288320.1193035115,262985.12913755403,69055.08842555291,277330.21794729895,233059.51893787645,209302.30941869513,298928.5535306982,3000.0,402254.73616602574,397768.41198171
2005-02-01,9011950.52596208,500981.9022759657,244999.08528418897,216638.95238793406,198048.9041833572,192452.00555979027,208012.64713070952,193290.78552958672,201224.13349151402,210265.76052974127,502208.2479899702,402233.8395921596,503585.80652564124,485128.9174516482,398610.3516047499,299621.19467278005,415840.6433394517,395681.69625698816,300000.0,335473.60008535144,392613.195950105,283977.2713896062,259916.98259741202,47987.728890001345,284722.65590902645,225776.41413011248,209987.93525284724,299008.236297366,3000.0,402355.3024673557,398306.32918672124
2005-02-02,9523655.273334427,501015.79534576624,251635.16386477026,217229.22482127658,209075.8732981455,194381.1437335986,209856.81773701383,193462.80427221127,202754.36028178025,215297.186943381,502208.2479899702,401876.2308128787,502243.1182157118,484842.730420892,399749.74961425073,299373.0961168124,417276.0014308843,396919.76267226035,300000.0,332407.24864142976,392892.5701196621,282995.1376496622,259742.12423485372,246135.6512980864,286723.9537087364,227572.7046285844,193435.625398144,298785.09126003843,300000.0,402198.3741492208,401569.48467440496
2005-02-03,9532194.775015738,501049.6907085441,245883.87414403856,215163.20878911536,206870.2381751931,193798.85159729797,208744.03588740274,190489.04188925284,202448.30479615516,215621.7767236527,500881.9842406897,402376.5773644967,500904.3421124835,482560.1545725896,400714.1553168025,298986.57180448144,419412.9755311625,395843.28702887223,300000.0,330694.17631542386,388693.4809742524,281172.8597471241,253992.76565429082,237885.4896315836,288358.52136071207,220163.18590411055,190794.43569780313,298976.47429079167,356237.12763559434,402459.79871317005,401017.3884086486
2005-02-04,9701956.126681767,501083.5883644545,249138.72302068913,212691.4693017383,218745.0626596927,191541.90303598842,210620.03601731086,193241.553286256,201193.54439033967,213024.94823501448,504872.65613977896,403664.61121337255,504483.1114983982,478418.07554706244,400139.55519223853,300127.74631461257,426510.57352522324,400213.9438508302,300000.0,330903.0309780589,386267.1094554952,279770.6826523318,251350.32294494213,233550.00827186083,290824.3432635412,217402.00212026745,190604.78631644763,298832.5617046133,508123.6890638107,403498.15210288175,401118.3362145163
2005-02-07,9655715.858182728,501185.2950925325,249454.87460329873,214499.13667273943,216114.9792920984,191214.25102774563,211287.74403143988,191029.7520079177,199846.94079031938,217082.56854295603,505764.326077718,403807.8076508834,505832.3471105082,474982.6252771737,400592.93492839456,300296.80542104726,430153.4909212991,399758.82851693674,300000.0,322346.0305479729,385892.3162061928,280745.0985551056,248130.68730755724,220131.4260708458,287999.60040493263,209757.03777302566,197554.43270719534,298896.2687041455,485621.36926002294,405269.5044013737,400467.37827935343
2005-02-08,9669784.280067552,501219.20192252455,255648.5461530452,216565.15270490065,218236.23045277188,189212.23502135856,210906.19969413138,190169.56769632665,199540.92311782148,217042.00174696458,506657.7692072759,405274.2942354121,508089.84499053744,475152.92898791673,401220.60061830276,300187.29843086423,433111.5961537464,399944.2822395605,300000.0,323195.66636234795,384958.77673525567,282003.37182474637,245867.85204713116,214473.774327811,290117.0251179453,214267.2373365559,197763.84121398002,299230.78565262415,485870.00323793065,405751.7693161061,398105.5035216577
2005-02-09,9492844.498269722,501253.1110464249,248822.77179254923,215642.8317298852,210602.63519351097,187501.38938284264,210461.0178350339,191177.1923584746,198163.67991098136,208602.13453774215,508899.1594475989,406705.2187984551,511724.7743410581,476877.11700117716,399945.1986511102,301613.5294001448,432444.45584100526,396509.0579486728,300000.0,323618.1582727493,385238.1384228645,286062.0394570499,242869.58766569506,209712.68812415673,287506.1206890302,209711.95218438527,189933.35961902465,299246.20619069645,348943.94673969544,405130.97977949324,397926.04590821476
2005-02-10,9562389.984517302,501287.02246438875,247622.0067127548,220254.6611769734,215521.67987773032,187901.8096354354,210270.25645741203,193192.38136284793,201530.1762846208,212132.20228790242,505764.32607771823,405274.2942354122,508089.84499053744,479316.64035289944,401076.61928621144,300665.06240687025,425325.4640309926,398174.3162934702,300000.0,335288.0954299258,389249.5457540779,289000.49458023836,243713.88849160183,206450.65678821987,290089.2352599274,209313.7826256703,190345.7638830197,299182.83202755253,394341.0727711161,404089.80706355994,397926.04590821476
2005-02-11,9694185.277845033,501320.9361765713,256628.22049556702,220217.66163097392,221798.52096422456,189831.1183223969,212681.26571877254,194396.67861888354,201530.1762846208,214282.81404169137,504427.48494460585,404093.8946422448,508089.84499053744,478646.2477883988,401870.4105772943,299998.1911280964,423968.99167178327,400926.0302351174,300000.0,335710.39859621413,392327.9091260245,294459.24537365726,245742.09527732036,199269.9032163877,287647.1760060876,204873.71476852946,188455.34296294156,299230.8765729283,510308.64272321167,403883.69971265027,397567.7852772985
2005-02-14,9717100.654855167,501422.6910799836,267435.5566962508,219037.0418633794,217132.82573537476,191833.1343926466,210765.15988157672,195871.18766455326,202448.30479615516,216111.42772263335,505318.2696945396,404773.4278579202,509449.626782951,482994.73723169375,402151.70911437715,300027.9528534067,429012.6940778992,401187.69687050144,300000.0,337689.0532403166,397271.1756505931,300053.83392921876,243177.12668783645,190619.0969475332,287739.48962463584,200789.5953628846,198425.79866326437,299374.1875917425,505694.1108512374,401904.6799346323,397389.0620554295
2005-02-15,9799106.964428013,501456.61397059326,279380.64292575355,221213.80719063393,219083.970389183,194672.50907400032,210477.87257789078,196731.432296067,203672.55185926458,214120.2525941072,504427.48494460585,404165.2329480632,506282.9682938254,484610.42284344323,403124.3187844647,299918.57146741584,426925.4263494121,402683.94899557496,300000.0,336402.9509558645,397363.93538502534,299771.7516791175,244732.94563190074,189600.4788542316,287014.5210836141,199792.49131666054,211145.43199733304,299278.6653564537,563031.1332093732,400992.3652187407,397032.2662354019
2005-02-16,9792701.864120848,501490.5391561978,284815.8310474856,221176.9572503775,218320.63106408447,194053.55265028012,209934.8898648275,194789.91822703017,203213.46228456777,229806.38116207358,501765.7211360708,402233.8395921598,504483.1114983982,484880.4507448522,404443.2021771404,298976.26801240834,423440.13842310663,402735.6053831232,296488.75476944784,344014.4213810352,396990.1928517477,299629.6870679189,243354.81900794854,183330.29488311868,293526.04120102373,194026.47917550165,204238.09995798153,299135.61164465727,557242.8382969886,402239.4440756765,397924.68013361905
2005-02-17,9614866.521879453,501524.4666369525,277484.55983977986,218778.71816918903,216369.53635737728,194126.41834896407,208689.5387948655,191570.4169064046,203825.52275017253,224157.75808236512,500440.7732703892,401339.28242771066,504483.1114983982,486765.3370289433,404542.26035029336,299005.92835645715,419995.88652019465,399539.95255207265,322412.9115052428,338386.3237765184,398669.02822880354,309148.5155769351,237837.24431526003,177495.4310145897,290812.0352891297,192959.70354498844,197029.15070226346,299469.8863126745,398882.1054725154,401020.6620143302,398104.0562356702
2005-02-18,9609663.848505037,501558.3964130126,274324.4460749417,218372.96974700346,239779.20317924625,194745.24078894072,208944.93171546177,194568.65214133015,203519.47995706566,233260.68251133102,496926.803867896,400660.1161762376,503585.80652564124,486540.7488576303,405686.9256768149,297928.85362343583,415218.7699243901,399816.7487562589,375183.13137831993,344146.89309125085,398481.8981959785,309426.4246750158,235211.09672208884,167630.74883453565,296098.77654777456,188958.3289034912,130499.04379093063,299518.0387881071,390158.9617471119,401076.8145512421,397834.9153425502
2005-02-22,9341058.799323093,501694.13847341307,269521.2607967394,216454.42831141854,242832.6281857108,190195.15451667728,207795.35034961102,191570.4169064046,208875.30525597266,228749.73196960727,496052.66081819,400302.5379372278,503585.80652564124,493790.20986850036,405964.1344457213,297682.4298802814,411194.7178580665,394000.67489902175,352260.78882966714,364202.3814523778,405383.8215788263,323138.75423914037,229367.89693368497,152104.51344279834,286534.2732301524,185666.4651983304,120179.4838881444,299724.9210707957,164543.0588227344,399227.84858985763,398463.005048378
2005-02-23,9371236.986252334,501728.0797283297,278811.83049586386,216011.85485058776,234944.52580827204,194708.91759169011,208881.12131057176,190955.94137251927,206273.84023884585,234845.52757475522,496926.8038678961,400874.5591384371,504932.4191644505,491695.6673205702,405896.2356244448,297849.92912452586,412606.14010359335,396197.22189600265,333787.17161528306,364339.43006985745,405756.45129955496,323640.5694656129,229659.1284749702,140682.00572418133,291236.5434003768,179832.01391657142,123158.74058005009,299549.798780404,207955.460439163,399754.8229486267,397744.23432632565
2005-02-24,9539509.72315289,501762.02327948366,281023.9402054225,218557.49375816033,241136.9662834537,195946.42848789977,210413.91092861028,189481.44738706617,207804.06702911216,242647.9790705046,496052.66081819,400087.6363098547,504483.1114983982,490943.2805938129,406879.2168698558,297327.9919966641,414024.3879033939,399325.3998911188,385907.28923561773,365900.673286775,405382.70466783026,319774.18412186136,233050.81159777482,126506.41581265848,298451.63014600234,177284.22246804298,119422.83338121847,299549.99876036105,312464.023502454,399634.8750263075,398282.1188349829
2005-02-25,9803708.300120581,501795.9691270302,281213.3606554527,221595.52091751303,244613.7806560184,197256.87820547508,211467.7658677707,190710.27781499142,211629.6528452347,256505.45719264602,496926.8038678962,400803.09851121804,504932.4191644505,493251.355944149,407518.0231693606,297357.4888212669,418204.2875490696,403037.00942143437,397363.4520962587,366607.409796205,405755.33470632276,336964.6415957891,232065.9421099987,119981.66327879249,308124.70430118445,170645.32212850745,119635.0249420194,299342.96629086934,511709.5798705521,398312.1064067744,398381.00286632957
2005-02-28,9542905.78062378,501897.82044957945,283520.2556704488,219409.6302935131,245886.0687312734,193252.78520391393,209487.91442852505,191152.58376691752,212547.75610394622,253416.99254589598,493006.7785319676,398549.6890179488,502243.1182157118,492293.98100237065,407961.29380094324,296150.1608347638,411423.21818544006,400427.2569232929,360592.9732611024,368442.68122887396,407246.43454378675,347597.9071030538,229105.40048775673,93069.42568217967,305568.99783160066,168862.59973396154,128450.9528627407,300026.6605467659,324316.4941160113,398355.9013427065,398642.04817679
2005-03-01,9655161.40849084,501931.7754842502,281245.0309426951,220446.98900015737,245292.6538836053,194781.64930663054,212840.95379474328,192012.78317825327,214996.1744716969,243135.53466388953,492140.4023550198,398474.00870319566,503946.97131248546,490651.49535729346,408417.51593813376,295905.46189521503,412835.424756327,402668.4420407525,368596.527488562,367938.7786994463,403887.1347079036,343423.4867393255,228689.40892556479,79707.66708911699,299453.7534292056,166223.60346158754,132528.78131229573,299963.19018525304,456691.83801802824,398411.67674989137,397922.294600315
2005-03-02,9598697.572341952,501965.7328160905,278843.3004286366,221299.1006338989,238083.47468085444,195072.79534284954,213830.91194410904,192135.59987703655,212700.80275332238,246305.29836868856,492140.4023550198,398617.6943461512,503946.97131248546,489319.70693435246,407991.0560994909,296208.92372717784,411537.51096695074,402565.9987612771,337745.32204929506,377687.32581153937,403793.27853218105,351261.16351785156,219298.81003783995,64831.244155267355,301661.5921530016,161504.17251006718,140073.3030690706,300264.71388020564,441071.78632064944,399017.28435627633,397922.294600315
2005-03-03,9528619.911363624,501999.69244525576,264117.44243054534,221150.8780739654,234860.0752498585,194672.5090740004,213160.26520049057,191594.95007829432,211017.56725902096,242404.04508329,491707.85797601246,398581.8876017056,503946.97131248546,488310.8222530916,408271.74164291983,295964.176233823,411594.668954585,402694.11390684417,312938.14393852506,381384.0317421555,401087.09426614124,351258.76064138766,217136.15346046066,46035.44681272709,302798.8042267452,159739.64615489205,137941.0546011647,300169.5384873229,443925.0843403661,399695.60864293657,398460.8792726109
2005-03-04,9615786.550678099,502033.65437190136,270564.12534288625,222077.11343847928,233842.24545561578,196019.2454594167,216321.70041229198,193610.21446280688,213159.89219580544,249718.95934400376,494744.6932891073,399874.50818247575,505744.319277144,493688.7364272448,407857.91654867254,296679.48340933933,415053.00753799424,406564.76846852736,318996.7668764441,382873.58008600696,405098.35740878055,352656.34321752156,215802.50950071588,231800.16194768852,304550.60862246394,154660.10311284967,135010.355270384,300296.27210630936,300000.0,397908.973382903,398577.9355223191
2005-03-07,9372174.285092346,502135.55393827485,270184.8835238715,221410.24887764055,236216.8460716589,195473.27652036666,218557.2040967856,192799.23223458527,212088.71716710867,239762.624308981,495180.2501365478,401023.4430401323,506645.6196285616,492905.692317599,408673.98662697256,296434.29267694516,417171.1056157986,407608.7664421452,243677.9534899868,383640.2047948314,405843.0516640474,344949.3437727592,211702.7118500079,219420.06501128527,298524.41237317,144651.19256041074,142957.9232718933,299978.5743118572,165325.05778435178,398816.1959082916,398415.8550754787
2005-03-08,9272455.58873189,502169.5250563963,256154.11818568493,223892.68435866962,224257.55548964764,194199.2596521333,217758.8500451908,193167.8029707803,214047.38110052,230944.32941258885,492140.4023550198,399228.12142117566,504844.7710419552,497777.2699411738,409833.6164019285,295641.49095715943,414484.65389611764,405644.0835855124,190034.15209396873,388617.8735162594,410787.2287139811,350266.7832832841,217773.52057015797,223925.1896243461,298289.5542257789,144015.24024600815,138960.4947742115,300058.299396828,137563.83941509284,397336.5779311016,398640.91906921973
2005-03-09,9162140.083243342,502203.4984727754,248696.41637710432,224300.15314886338,218405.11381062993,192925.12099791368,216385.66211821832,193241.553286256,215608.28531073336,226352.17170093145,486123.6133702308,395421.9955693153,500373.1855150562,498663.10556013515,410805.9668118522,294170.04635002644,403162.977545549,401505.7960082488,189959.29222979714,389893.68755312404,412466.0266209604,352504.28734292055,214487.8165870378,224798.68408457973,286970.0519683835,144015.24024600815,131528.84824163647,300233.46322189464,90508.95196119083,397968.3463757864,398460.7248561832
2005-03-10,9160396.299489079,502237.4741875676,251730.14952467746,224263.0788326716,218320.63106408453,193907.96743441327,217152.12173007758,194544.0435497731,216526.3634488359,222613.5901095816,487834.1883926784,395960.4421912468,500818.38979848597,500978.9603541576,409671.17142621346,294607.7073284205,409858.0571522163,402246.40338988864,173058.1811101195,381132.1870523005,413118.52046227024,357961.59523526067,209351.67852550192,222993.3707586062,284289.76740267564,144015.24024600815,140932.91583247026,300074.4798830155,93166.48892751148,397848.964578466,399182.16955988324
2005-03-11,9157224.594210846,502271.4522009284,254510.92129326588,220409.96455254665,213401.60302889885,191141.58023772968,215874.66022979526,193782.26340492087,217750.56000629984,229806.38116207358,484419.80133719364,395277.85126118624,498153.6448270621,502330.9596008655,410653.690366344,293413.3214884975,405912.16191203473,399188.77824811544,208617.56215359725,387462.20538567274,416290.063488222,370978.38801747013,209199.93131710883,213793.27338380337,286607.61576671473,144015.24024600815,129326.17515357534,300027.2550087581,65029.30285668511,397570.4714128712,400007.5148626028
2005-03-14,9131402.51986925,502373.40003397776,254826.92250501562,221854.8418526072,219422.97690293996,193835.21132395806,216577.24457727873,192627.16823225463,216679.38484538937,225742.60319397392,486123.6133702308,395242.5643426147,498153.6448270621,498357.7007684606,410053.4985019023,293713.8681309967,407963.12460895587,401417.8743082198,191657.19325295973,391147.0635657076,411530.22659384174,367331.0615164149,209627.12799143477,204438.04313971312,283843.8602689164,144015.24024600815,121762.54441433269,299963.59335207,72647.17356141216,398930.1639653731,399543.58567522635
2005-03-15,8943252.993316613,502407.38724316814,258871.79992788337,222299.43482757383,215012.79772370867,192633.98709558955,214788.932432964,190562.85252465116,216495.7490948389,230619.0779126067,485270.8637656568,393626.2764458854,498153.6448270621,496368.1246326396,410155.70279272244,293471.5413299974,406024.92447504273,398600.5469258072,159465.19904115025,391853.25585340674,411343.0566695861,381327.3500930697,207029.49089846635,194526.45343952192,278679.2569242401,144015.24024600815,0.1601051302894549,300185.98948989104,51107.770547377724,398993.974496417,399362.1515345493
2005-03-16,8997559.407842182,502441.3767517048,260262.11083676282,222114.2376232521,211365.95897951155,192233.61557016376,214118.26405063496,189407.69707159043,217138.4490350496,224523.52125510643,486123.6133702308,394990.96918072016,499484.07442974125,500025.53142731765,408133.0501758396,294043.92677450145,407409.8366324727,395353.5887994433,240540.81163801294,401884.0282416952,413954.79738825426,377125.12976748793,203005.85580859226,192318.50850907573,277468.7794812477,144015.24024600815,0.1601051302894549,300740.31928310427,31137.386948758707,397469.81903967954,398728.74942109315
2005-03-17,9060105.517762067,502475.3685597432,267024.79496085347,223151.57142828515,209244.85655020553,192015.14026009812,213926.68159157448,187613.65351307185,214843.1530751434,228343.45712410682,488262.89221995266,394093.26252075617,502156.6029677644,498865.38168043795,406303.89327321807,294617.5727690347,409471.301743805,396095.3790801319,309459.884152199,401451.2330280426,409289.4311822274,376002.6612568272,199833.4697719042,181012.1310533886,281910.4461670772,144015.24024600815,0.1601051302894549,301056.47659686394,31144.299575494595,397696.37188762816,398728.74942109315
2005-03-18,9028439.264726738,502509.36266743904,271512.1041963458,224337.2275304138,205004.61849743832,194381.1437335986,214757.05963193896,188178.88170388166,211323.59735960953,226758.5936541488,486550.62197864015,392908.30681612383,500373.185515056,496729.7901884374,406754.2318777229,294102.2718172498,406194.1278939374,395907.4850946067,309237.36706087476,403723.16101918067,409848.6202920095,363401.4264102533,196938.39503919482,171849.2157838073,286075.4853606619,144015.24024600815,0.1601051302894549,301593.0410244667,26794.88003012751,397950.91277733934,398728.74942109315
