date,sp500_index,gold_spot_price,crude_oil_wti_spot,vix_index_level,exxonmobil_stock_price,costco_stock_price,eq_apple_price,eq_lockheed_martin_price,eq_nvidia_price,eq_procter_gamble_price,eq_johnson_johnson_price,eq_toyota_price,eq_nestle_price,eq_x_steel_price,lqd_corporate_bond_etf,10y_treasury_yield,fx_eurusd_rate,fx_usdjpy_rate,fx_gbpusd_rate,fed_funds_rate,factor_usd_index,factor_2y_treasury_yield,factor_5y_inflation_breakeven,factor_10y_2y_spread,factor_10y_inflation_breakeven,soybean_spot_usd,factor_GBP_sonia,high_yield_credit spread,1_year_euro_yield_curve,factor_dswp10,factor_dswp5,factor_corporate_yield,EUR-USD_IVOL,USD-JPY_IVOL,AA_Corp_bond_yield,30Y_treasury_yield,Basic_Loan_Rate_JPY,MIBOR ,Euro_STR,CPI,COST_IVOL_3MMA,XOM_IVOL_3MMA,COST_DIV_YIELD,XOM_DIV_YIELD,USD_INR,Real_10Y_yield
14-01-2005,1184.52002,422.7000122,48.38000107,12.43000031,26.06051445,32.61398315,1.056284904,31.61084557,0.164372459,31.7087574,35.19483185,50.67148209,15.18488884,42.48383331,49.94578552,4.23,1.309894919,101.9800034,1.870592356,2.29,83.05999756,3.24,2.58,0.99,2.51,5.195,4.5974,3.22,2.185829,4.6,4.09,7.15,9.325,10.125,4.34,4.78,0.1,4.8,1.885,3,22.237,17.5531,0.6215,2.0756,43.51100159,1.72
15-01-2005,1184.52002,422.7000122,48.38000107,12.43000031,26.06051445,32.61398315,1.056284904,31.61084557,0.164372459,31.7087574,35.19483185,50.67148209,15.18488884,42.48383331,49.94578552,4.23,1.309894919,101.9800034,1.870592356,2.29,83.05999756,3.24,2.58,0.99,2.51,5.195,4.5974,3.22,2.185829,4.6,4.09,7.15,9.325,10.125,4.34,4.78,0.1,4.78,1.885,3,22.237,17.5531,0.6215,2.0756,43.51100159,1.72
17-01-2005,1184.52002,422.7000122,48.38000107,12.43000031,26.06051445,32.61398315,1.056284904,31.61084557,0.164372459,31.7087574,35.19483185,50.67148209,15.18488884,42.48383331,49.94578552,4.23,1.309894919,101.9800034,1.870592356,2.29,83.05999756,3.24,2.58,0.99,2.51,5.195,4.6263,3.21,2.176681,4.6,4.09,7.13,9.425,10.325,4.33,4.78,0.1,4.79,2.035,3,22.237,17.5531,0.6215,2.0756,43.5,1.72
18-01-2005,1195.97998,423.2000122,48.38000107,12.47000027,26.27993774,33.20181656,1.063056469,31.91003799,0.166970253,31.77119637,35.38006592,50.18653107,14.9765625,42.34910583,49.97241211,4.21,1.301795125,102.2600021,1.863307834,2.31,83.36000061,3.26,2.57,0.95,2.5,5.135,4.8048,3.24,2.189711,4.62,4.12,7.16,9.675,10.025,4.32,4.72,0.1,4.81,2.055,3,22.161,17.5124,0.6105,2.0583,43.68000031,1.71
19-01-2005,1184.630005,423,47.54999924,13.18000031,26.05031013,32.67480469,1.05147028,31.54875946,0.163150027,32.3069725,35.26218033,49.49018478,14.91869068,42.19752121,50.04798508,4.2,1.300305605,102.9100037,1.870907426,2.19,83.59999847,3.26,2.56,0.94,2.5,5.1775,4.8356,3.24,2.182498,4.58,4.12,7.15,9.625,9.975,4.32,4.7,0.1,4.8,1.995,3,22.077,17.4731,0.6203,2.0764,43.52000046,1.7
20-01-2005,1175.410034,422.3999939,46.90999985,13.82999992,25.88191223,32.28967285,1.060197353,31.04637527,0.163531482,32.31837845,35.07696152,48.68814468,14.87239456,42.2648735,49.95909119,4.17,1.296293855,103.3700027,1.870592356,2.25,83.83999634,3.21,2.52,0.96,2.47,5.2325,4.8759,3.33,2.199972,4.58,4.09,7.2,9.375,9.925,4.29,4.71,0.1,4.8,1.995,3,22.012,17.3908,0.6277,2.0899,43.68000031,1.7
21-01-2005,1167.869995,426.7000122,48.52999878,14.35999966,25.73902702,31.42483711,1.060648561,30.90523148,0.163837895,31.71988678,34.71770096,48.99902344,14.93026638,42.37437057,50.07024765,4.16,1.299899936,102.6100006,1.877193928,2.26,83.26000214,3.16,2.51,1,2.47,5.1675,4.6504,3.37,2.193425,4.55,4.04,7.21,9.325,9.925,4.26,4.7,0.1,4.8,1.995,3,21.935,17.3281,0.645,2.1015,43.50099945,1.69
22-01-2005,1167.869995,426.7000122,48.52999878,14.35999966,25.73902702,31.42483711,1.060648561,30.90523148,0.163837895,31.71988678,34.71770096,48.99902344,14.93026638,42.37437057,50.07024765,4.16,1.299899936,102.6100006,1.877193928,2.26,83.26000214,3.16,2.51,1,2.47,5.1675,4.6504,3.37,2.193425,4.55,4.04,7.21,9.325,9.925,4.26,4.7,0.1,4.79,1.995,3,21.935,17.3281,0.645,2.1015,43.50099945,1.69
24-01-2005,1163.75,426.8999939,48.81000137,14.64999962,26.09113503,31.3640213,1.064711332,30.7471962,0.157265633,31.46908188,34.51563644,48.86223221,15.04600048,42.41644287,50.15913391,4.14,1.303900003,102.5800018,1.878886819,2.26,83.23999786,3.2,2.52,0.94,2.46,5.2,4.6256,3.37,2.176315,4.53,4.04,7.2,9.475,9.875,4.26,4.63,0.1,4.8,1.995,3,21.885,17.2737,0.6463,2.0731,43.58000183,1.68
25-01-2005,1168.410034,422,49.63999939,14.06000042,26.1931839,31.80996323,1.084121943,30.62864304,0.160016626,31.76548386,35.76737213,48.33997345,15.0344286,43.08172226,49.99021912,4.2,1.297100902,104.0199966,1.864315152,2.29,83.98999786,3.23,2.55,0.97,2.46,5.26,5.002,3.29,2.168878,4.55,4.08,7.18,9.375,9.575,4.3,4.71,0.1,4.8,1.995,3,21.811,17.2008,0.6372,2.0651,43.65999985,1.74
26-01-2005,1174.069946,426.8999939,48.77999878,13.43999958,26.38200378,31.9991436,1.0871315,31.17619705,0.162079886,31.60016823,36.28939056,48.9617157,15.2311821,42.13858795,50.00795746,4.21,1.307805061,103.0699997,1.882104993,2.33,83.30000305,3.27,2.58,0.94,2.49,5.23,4.7427,3.27,2.183268,4.57,4.08,7.17,9.375,9.775,4.31,4.7,0.1,4.8,1.995,3,21.702,17.1197,0.6334,2.0503,43.65999985,1.72
27-01-2005,1174.550049,426.2999878,48.84000015,13.23999977,26.40751648,31.91129684,1.092999697,31.83663368,0.175071076,31.53177834,36.0480423,48.25294495,15.27747726,42.9385643,49.90132523,4.22,1.304103971,102.8499985,1.891002655,2.39,83.43000031,3.28,2.59,0.94,2.5,5.1575,4.6268,3.23,2.204153,4.59,4.12,7.14,9.325,9.7,4.32,4.71,0.1,4.8,1.995,3,21.575,17.0327,0.6352,2.0483,43.68000031,1.72
28-01-2005,1171.359985,425.7999878,47.18000031,13.23999977,26.16257095,31.95183945,1.113161325,31.82534218,0.174841821,30.8649025,36.27256775,47.90476608,15.27747726,42.92171097,50.19029999,4.16,1.304495335,102.7300034,1.888788223,2.48,83.48000336,3.25,2.58,0.91,2.51,5.14,4.7986,3.27,2.182772,4.52,4.07,7.13,9.275,9.625,4.27,4.64,0.1,4.81,1.995,3,21.457,16.9583,0.6344,2.0675,43.60300064,1.65
29-01-2005,1171.359985,425.7999878,47.18000031,13.23999977,26.16257095,31.95183945,1.113161325,31.82534218,0.174841821,30.8649025,36.27256775,47.90476608,15.27747726,42.92171097,50.19029999,4.16,1.304495335,102.7300034,1.888788223,2.48,83.48000336,3.25,2.58,0.91,2.51,5.14,4.7986,3.27,2.182772,4.52,4.07,7.13,9.275,9.625,4.27,4.64,0.1,4.78,1.995,3,21.457,16.9583,0.6344,2.0675,43.60300064,1.65
31-01-2005,1181.27002,421.7999878,48.20000076,12.81999969,26.33097076,31.9383316,1.157098651,32.63256454,0.175147191,30.3405056,36.31745529,48.61354065,15.24275684,43.62067032,50.19029999,4.14,1.305193305,103.5999985,1.884197235,2.5,83.59999847,3.29,2.58,0.85,2.49,5.1475,4.6468,3.29,2.188622,4.53,4.1,7.17,9.075,9.45,4.29,4.62,0.1,4.8,2.005,3,21.378,16.8742,0.6347,2.0543,43.65999985,1.65
01-02-2005,1189.410034,420.7999878,47.11999893,12.02999973,27.18315315,31.72886848,1.166578054,33.14622498,0.178432792,30.13532066,36.72161102,48.89955521,15.21960926,43.63750458,50.18000412,4.15,1.303900003,103.6399994,1.88331008,2.4,83.44999695,3.29,2.56,0.86,2.48,5.07,4.806,3.26,2.180269,4.53,4.08,7.14,8.875,9.225,4.3,4.63,0.1,4.79,1.985,3,21.302,16.8347,0.6388,1.9899,43.59999847,1.67
02-02-2005,1193.189941,421.1000061,46.68999863,11.65999985,27.51994514,31.87077141,1.198176146,33.23653793,0.188367575,30.437397,37.04717255,48.94307327,15.33534813,44.68170166,50.13539124,4.15,1.303203225,103.6600037,1.884694457,2.29,83.51999664,3.32,2.55,0.83,2.45,5.0525,4.629,3.2,2.192832,4.54,4.1,7.09,8.875,9.375,4.31,4.61,0.1,4.8,1.925,3,21.221,16.7657,0.636,1.9655,43.24000168,1.7
03-02-2005,1189.890015,416.6000061,46.45000076,11.78999996,27.82101631,31.33023834,1.17079103,32.92043304,0.186380401,30.34621811,36.85072708,48.19075775,15.31219959,44.7490654,50.19781113,4.18,1.297201991,104.4599991,1.882388473,2.49,83.97000122,3.34,2.56,0.84,2.45,5.02,4.8541,3.15,2.210693,4.56,4.15,7.06,8.775,9.075,4.34,4.58,0.1,4.8,1.965,3,21.146,16.6988,0.647,1.9442,43.29999924,1.73
04-02-2005,1203.030029,414,46.47999954,11.21000004,28.21393776,31.26930809,1.186289191,32.54225159,0.197079062,29.9928112,37.18190765,48.88710022,15.21729565,44.2101326,50.35849762,4.09,1.285793304,104.0400009,1.873290658,2.51,84.38999939,3.29,2.57,0.8,2.44,4.995,4.6125,3.19,2.193969,4.46,4.05,7.02,8.825,9.075,4.26,4.48,0.1,4.79,1.955,3,21.103,16.6212,0.8662,1.9172,43.28900146,1.65
05-02-2005,1203.030029,414,46.47999954,11.21000004,28.21393776,31.26930809,1.186289191,32.54225159,0.197079062,29.9928112,37.18190765,48.88710022,15.21729565,44.2101326,50.35849762,4.09,1.285793304,104.0400009,1.873290658,2.51,84.38999939,3.29,2.57,0.8,2.44,4.995,4.6125,3.19,2.193969,4.46,4.05,7.02,8.825,9.075,4.26,4.48,0.1,4.79,1.955,3,21.103,16.6212,0.8662,1.9172,43.28900146,1.65
07-02-2005,1201.719971,413.6000061,45.27999878,11.72999954,28.27008629,31.21513367,1.187794566,32.81882858,0.19470948,29.94150543,37.2997818,48.32754898,15.11544514,45.05223083,50.37636185,4.07,1.276405573,104.8199997,1.858010888,2.5,85.04000092,3.31,2.56,0.76,2.45,5.0125,4.7832,3.17,2.200515,4.46,4.07,7,8.825,8.925,4.25,4.43,0.1,4.8,1.945,3,21.078,16.5572,0.8677,1.9134,43.36000061,1.62
08-02-2005,1202.300049,412.6000061,45.40000153,11.60000038,28.60339165,31.06616974,1.21728611,33.13493347,0.196620628,29.62801743,37.23242569,48.10993576,15.09229946,45.0438118,50.55931091,4.05,1.27699244,105.7099991,1.853911877,2.48,85.09999847,3.33,2.61,0.72,2.48,5.035,4.8426,3.14,2.21843,4.42,4.06,6.96,8.775,9.125,4.25,4.39,0.1,4.81,1.985,3,21.043,16.4872,0.8718,1.9362,43.61999893,1.57
09-02-2005,1191.98999,412.8999939,45.45999908,12,28.48031044,30.81563568,1.18478477,32.99381638,0.189743116,29.36012268,37.1538353,48.36484909,14.98813152,43.29224396,50.73782349,4,1.281295657,105.5899963,1.859185338,2.5,85.01999664,3.24,2.63,0.76,2.51,5.1075,4.7729,3.22,2.196484,4.39,4.02,6.97,8.725,9.025,4.19,4.4,0.1,4.8,1.985,3,21.022,16.4142,0.8789,1.9445,43.63999939,1.49
10-02-2005,1197.01001,417.2000122,47.09999847,11.51000023,28.89055443,31.05263138,1.179067254,33.69943619,0.194174945,29.42282295,37.12015915,48.87466049,15.24275684,44.02485657,50.55931091,4.07,1.287597895,105.8199997,1.868111253,2.51,84.54000092,3.29,2.66,0.78,2.5,5.16,5.1115,3.16,2.181324,4.4,4,6.98,8.725,9.075,4.26,4.5,0.1,4.81,1.985,3,20.989,16.3433,0.8722,1.9169,43.63999939,1.57
11-02-2005,1205.300049,420.5,47.15999985,11.43000031,28.77261543,31.44534111,1.221950889,33.69377518,0.199830085,29.72492599,37.54578781,49.17932892,15.24275684,44.47118378,50.41205215,4.1,1.285694122,105.75,1.869892955,2.5,84.56999969,3.34,2.7,0.76,2.53,5.2575,4.6461,3.12,2.179056,4.46,4.03,6.99,8.625,8.975,4.29,4.52,0.1,4.81,1.985,3,20.949,16.2901,0.8613,1.9248,43.68000031,1.57
12-02-2005,1205.300049,420.5,47.15999985,11.43000031,28.77261543,31.44534111,1.221950889,33.69377518,0.199830085,29.72492599,37.54578781,49.17932892,15.24275684,44.47118378,50.41205215,4.1,1.285694122,105.75,1.869892955,2.5,84.56999969,3.34,2.7,0.76,2.53,5.2575,4.6461,3.12,2.179056,4.46,4.03,6.99,8.625,8.975,4.29,4.52,0.1,4.82,1.985,3,20.949,16.2901,0.8613,1.9248,43.68000031,1.57
14-02-2005,1206.140015,425.7999878,47.43999863,11.52000046,29.14182091,31.49273491,1.273410678,33.51313782,0.195626512,30.038414,37.20752716,49.55235672,15.31219959,44.85068512,50.49682617,4.08,1.297302961,105.0999985,1.887184143,2.51,83.95999908,3.38,2.72,0.7,2.54,5.3575,4.9115,3.11,2.193053,4.47,4.09,6.95,8.775,9.125,4.29,4.45,0.1,4.8,1.985,3,20.909,16.22,0.86,1.9004,43.70000076,1.54
15-02-2005,1210.119995,425.8999939,47.25999832,11.27000046,29.18796539,31.82454109,1.330287933,33.84618759,0.197384402,30.48302078,37.15681076,49.7699852,15.40479565,44.43744659,50.42095184,4.1,1.301693439,104.5500031,1.895303369,2.53,83.58999634,3.37,2.65,0.73,2.49,5.3525,4.6645,3.06,2.204289,4.47,4.08,6.92,8.925,9.225,4.3,4.48,0.1,4.8,1.985,3,20.886,16.1947,0.8511,1.8974,43.74000168,1.61
16-02-2005,1210.339966,425.5,48.33000183,11.10000038,29.98790741,31.78389931,1.356167912,33.84054947,0.196696669,30.38610077,37.06095505,49.27881241,15.37007236,47.69286728,50.18000412,4.16,1.302303791,105.4800034,1.884197235,2.48,83.66999817,3.41,2.68,0.75,2.51,5.35,4.6287,2.99,2.201119,4.53,4.14,6.91,8.875,8.975,4.36,4.53,0.1,4.8,1.975,3,20.859,16.1896,0.8522,1.8468,43.63999939,1.65
17-02-2005,1200.75,427.2999878,47.54000092,11.77000046,29.80845833,31.21513367,1.321259618,33.47361374,0.194938824,30.39751053,36.84110641,48.46432877,15.41636562,46.52058029,50.06840515,4.19,1.307497263,105.4800034,1.895016074,2.5,83.47000122,3.38,2.7,0.81,2.54,5.52,4.6307,2.99,2.219426,4.55,4.17,6.92,8.825,9.025,4.36,4.58,0.1,4.8,1.975,3,20.818,16.2002,0.8677,1.8579,43.61999893,1.65
18-02-2005,1201.589966,427.1000061,48.34999847,11.18000031,30.46479034,31.01200294,1.306212544,33.41153336,0.216029838,30.49440956,36.88619232,49.22283554,15.39321804,48.40975571,49.98367691,4.27,1.30689919,105.6299973,1.894513369,2.51,83.48999786,3.45,2.78,0.82,2.6,5.525,4.8521,2.93,2.226838,4.63,4.22,6.93,8.625,8.925,4.43,4.65,0.1,4.79,1.975,3,20.786,16.2366,0.8734,1.8179,43.65000153,1.67
19-02-2005,1201.589966,427.1000061,48.34999847,11.18000031,30.46479034,31.01200294,1.306212544,33.41153336,0.216029838,30.49440956,36.88619232,49.22283554,15.39321804,48.40975571,49.98367691,4.27,1.30689919,105.6299973,1.894513369,2.51,83.48999786,3.45,2.78,0.82,2.6,5.525,4.8521,2.93,2.226838,4.63,4.22,6.93,8.625,8.925,4.43,4.65,0.1,4.79,1.975,3,20.786,16.2366,0.8734,1.8179,43.65000153,1.67
21-02-2005,1201.589966,427.1000061,48.34999847,11.18000031,30.46479034,31.01200294,1.306212544,33.41153336,0.216029838,30.49440956,36.88619232,49.22283554,15.39321804,48.40975571,49.98367691,4.27,1.30689919,105.6299973,1.894513369,2.51,83.48999786,3.45,2.78,0.82,2.6,5.525,4.6424,2.93,2.237322,4.63,4.22,6.93,8.575,8.875,4.43,4.65,0.1,4.8,1.975,3,20.786,16.2366,0.8734,1.8179,43.72000122,1.67
22-02-2005,1184.160034,434.5,51.15000153,13.14000034,29.86997223,30.74114037,1.283341885,33.1179924,0.218780831,29.78192902,36.68325043,48.46432877,15.79830647,47.47357559,49.93906784,4.29,1.326101661,104.2300034,1.911205292,2.57,82.41000366,3.46,2.81,0.83,2.62,5.77,4.8495,2.92,2.231496,4.66,4.24,6.95,9.025,9.325,4.44,4.71,0.1,4.8,1.975,3,20.77,16.3211,0.8811,1.8541,43.58000183,1.67
23-02-2005,1190.800049,434.8999939,51.16999817,12.39000034,30.46993065,30.91041183,1.327579498,33.05027771,0.21167402,30.48872185,36.87492752,48.30887604,15.60154438,48.73866653,50.01042938,4.27,1.320306301,105.0500031,1.906395912,2.53,82.68000031,3.46,2.81,0.81,2.63,5.779,4.9216,2.93,2.223606,4.62,4.23,6.94,8.825,9.075,4.43,4.69,0.1,4.8,1.975,3,20.758,16.374,0.8762,1.8176,43.65999985,1.64
24-02-2005,1200.199951,434.5,51.38999939,11.56999969,31.34681892,31.51305771,1.338112593,33.43976593,0.217253119,30.68249893,37.14551926,47.93585205,15.71728325,50.3579483,49.91225815,4.29,1.318304658,105.5,1.907487035,2.55,82.87999725,3.52,2.81,0.77,2.64,5.71,4.905,2.88,2.232362,4.65,4.26,6.92,8.425,9.025,4.46,4.67,0.1,4.8,1.975,3,20.712,16.424,0.8595,1.7667,43.59999847,1.65
25-02-2005,1211.369995,434.8999939,51.49000168,11.48999977,32.43904495,31.53337479,1.33901453,33.90459061,0.220385566,30.88769722,37.33156204,48.24672699,16.00663185,53.23386002,50.00151443,4.27,1.324608684,105.2399979,1.919606805,2.54,82.66000366,3.54,2.8,0.73,2.63,6.017,4.9762,2.85,2.248903,4.67,4.31,6.9,8.475,8.825,4.46,4.61,0.1,4.8,1.975,3,20.667,16.591,0.8589,1.7072,43.5890007,1.64
26-02-2005,1211.369995,434.8999939,51.49000168,11.48999977,32.43904495,31.53337479,1.33901453,33.90459061,0.220385566,30.88769722,37.33156204,48.24672699,16.00663185,53.23386002,50.00151443,4.27,1.324608684,105.2399979,1.919606805,2.54,82.66000366,3.54,2.8,0.73,2.63,6.017,4.9762,2.85,2.248903,4.67,4.31,6.9,8.475,8.825,4.46,4.61,0.1,4.8,1.975,3,20.667,16.591,0.8589,1.7072,43.5890007,1.64
28-02-2005,1203.599976,436.5,51.75,12.07999992,32.46469498,31.5469017,1.349998951,33.57014465,0.221531838,30.26071167,36.98204803,48.3586235,16.07607269,52.59289551,49.72039413,4.36,1.321702361,104.5299988,1.919201732,2.52,82.51000214,3.59,2.82,0.77,2.66,6.207,5.2804,2.83,2.240772,4.68,4.32,6.98,8.625,9.175,4.55,4.71,0.1,4.77,1.985,3,20.629,16.7977,0.8586,1.7059,43.56000137,1.7
01-03-2005,1210.410034,432.8999939,51.68000031,12.03999996,31.84421349,31.62815666,1.33916533,33.72886276,0.220997199,30.50011063,37.57397842,48.57624054,16.26125908,50.45913315,49.71095276,4.38,1.31719327,104.4499969,1.918686152,2.39,82.76999664,3.59,2.85,0.79,2.69,6.1325,5.2253,2.81,2.239107,4.79,4.41,6.99,8.525,9.175,4.55,4.69,0.1,4.79,1.975,3,20.621,17.0006,0.8563,1.7391,43.63999939,1.69
02-03-2005,1210.079956,432.7999878,53.04999924,12.5,32.14163589,30.4838295,1.327729344,33.85923767,0.214502066,30.54570007,37.74874115,48.60731125,16.08764839,51.11697006,49.72887802,4.38,1.31359446,104.7699966,1.913106561,2.48,83.08000183,3.57,2.86,0.81,2.69,6.2725,4.6366,2.84,2.244272,4.8,4.42,7.01,8.475,9.025,4.55,4.71,0.1,4.78,1.975,3,20.598,17.1862,0.8885,1.723,43.63999939,1.69
03-03-2005,1210.469971,429.8999939,53.56999969,12.93000031,32.33137512,30.33488274,1.257611275,33.8365593,0.211597934,30.48302078,37.63034821,48.47053528,15.96033669,50.30732346,49.72441101,4.39,1.310598731,105.2900009,1.906904817,2.51,83.27999878,3.59,2.87,0.8,2.7,6.2725,5.2559,2.83,2.225457,4.78,4.4,7.01,8.475,9.025,4.56,4.71,0.1,4.77,1.965,3,20.556,17.362,0.8929,1.7129,43.58000183,1.69
04-03-2005,1222.119995,434.2000122,53.77999878,11.93999958,32.59801102,30.30779076,1.288307548,33.9782753,0.210680917,30.69390106,38.18845367,48.98036575,16.12237167,51.82542419,49.88566971,4.32,1.324696302,104.7900009,1.923298717,2.5,82.54000092,3.57,2.85,0.75,2.67,6.2975,4.6242,2.86,2.202363,4.74,4.36,6.98,8.275,8.925,4.51,4.66,0.1,4.78,1.935,3,20.493,17.5261,0.8937,1.6989,43.56700134,1.65
05-03-2005,1222.119995,434.2000122,53.77999878,11.93999958,32.59801102,30.30779076,1.288307548,33.9782753,0.210680917,30.69390106,38.18845367,48.98036575,16.12237167,51.82542419,49.88566971,4.32,1.324696302,104.7900009,1.923298717,2.5,82.54000092,3.57,2.85,0.75,2.67,6.2975,4.6242,2.86,2.202363,4.74,4.36,6.98,8.275,8.925,4.51,4.66,0.1,4.79,1.935,3,20.493,17.5261,0.8937,1.6989,43.56700134,1.65
07-03-2005,1225.310059,435,53.88999939,12.26000023,32.30571747,30.15883636,1.286501765,33.87624359,0.212820321,30.60840988,38.58309937,48.77519989,16.04135323,49.7591362,50.02900314,4.31,1.322191715,105.0899963,1.914901733,2.51,82.79000092,3.61,2.86,0.7,2.68,6.16,4.6114,2.82,2.187365,4.7,4.35,6.94,8.225,8.775,4.51,4.63,0.1,4.8,1.895,3,20.422,17.7172,0.8981,1.7143,43.58499908,1.63
